x,y,z,vx,vy,vz,t
-953.8753588166435,-6710.682851248327,0.0,7.5922426150159765,-1.0791827584098526,0.0,37362.16216216216
-293.73358735746433,-6771.769571035159,0.0,7.66135409014775,-0.3323203903811547,0.0,37448.64864864865
369.21821012887506,-6768.0736160156575,0.0,7.657172608781273,0.4177211476340785,0.0,37535.13513513513
1028.6378525961027,-6699.630343549283,0.0,7.579738173064153,1.1637665259536951,0.0,37621.62162162162
1678.216948713683,-6567.094521660948,0.0,7.429791565974128,1.8986786378228784,0.0,37708.10810810811
2311.7412479267764,-6371.7340650108345,0.0,7.208767264779638,2.615426885769219,0.0,37794.59459459459
2923.1500888444657,-6115.417905344554,0.0,6.918779717353096,3.3071544404924387,0.0,37881.08108108108
3506.5943827455258,-5800.598110248758,0.0,6.562603102832615,3.9672438512326487,0.0,37967.56756756757
4056.4925591890196,-5430.286430804211,0.0,6.14364483218417,4.589380289568057,0.0,38054.05405405405
4567.583976459914,-5008.025480939439,0.0,5.66591288015321,5.167612069679811,0.0,38140.54054054054
5034.979235593987,-4537.854855959417,0.0,5.133977532916615,5.696407461840259,0.0,38227.02702702703
5454.206964005785,-4024.2724787335674,0.0,4.552927565013697,6.170707728905452,0.0,38313.51351351351
5821.256584976406,-3472.191578209413,0.0,3.9283216667744356,6.585975416358984,0.0,38400.0
6132.616689701197,-2886.8936789614663,0.0,3.2661351538579986,6.938237850602674,0.0,38486.48648648649
6385.308627091922,-2273.978079874175,0.0,2.572702901195211,7.224125075315535,0.0,38572.97297297297
6576.914998518696,-1639.3082896449737,0.0,1.8546586883503067,7.440902128547612,0.0,38659.45945945946
6705.602787366523,-988.9559242471205,0.0,1.1188717257205594,7.586495198999473,0.0,38745.94594594595
6770.140891198767,-329.14263305324585,0.0,0.37238098934032837,7.659511456101772,0.0,38832.43243243243
6769.9119011037565,333.8194275505904,0.0,-0.3776721600494952,7.659252384400115,0.0,38918.91891891892
6704.918007555177,993.5879777692064,0.0,-1.124112278428968,7.585720462563329,0.0,39005.40540540541
